FUSSGAENGE,EINBAHN,RADSTREIFE,ONEWAY_FT,ONEWAY_TF,HOEHE_ANFA,HOEHE_ENDE,RADWEG,LOKALISATI,VELOWEGE_M,SHAPE_Leng,ID
1,0,0,0,0,517.27199403000,519.37007650000,0,Stichstrasse Kappeliholzstrasse 0,0,46.37350967040,6290
1,0,0,0,0,611.01160500000,620.20600100000,0,Buchenrainweg,0,164.02306717100,6291
1,0,0,0,0,438.14057600000,434.86756100000,0,DÃ¶rflistrasse / Tramstrasse 20,0,79.70180541290,6292
0,0,0,0,0,455.27791677000,455.35649627000,0,Im Grund,0,12.65223193650,6293
1,0,0,0,0,437.46105544000,438.31999000000,0,Stichstrasse BÃ¼siseeweg / KatzenrÃ¼tifussweg 0,0,126.22707092200,6294
0,TF,0,1,0,427.67858857000,427.60977310000,0,Allmendstrasse Trottoir links,0,6.00424649751,6295
0,0,0,0,0,553.93577450000,557.71501300000,0,Kurhausstrasse,3,40.27925020040,6296
0,0,0,0,0,411.61729464000,411.79536475000,0,Karlstrasse,1,5.71013265068,6297
1,0,0,0,0,407.63610619000,407.58319341000,0,Seefeldquai,0,21.97089982920,6298
0,0,0,0,0,635.42487059000,661.29382143000,0,Katzenschwanzstrasse,3,327.11140682900,6299
1,0,0,0,0,502.20039333000,481.86674023000,0,Entlisbergweg,0,149.96113147600,6300
1,0,0,0,0,407.66728885000,408.14151636000,0,ZÃ¼richhorn 220,0,34.33540376370,6301
1,0,0,0,0,487.49746625000,487.86788000000,0,GÃ¤nzilooweg,2,204.77084462500,6302
0,0,0,0,1,428.10550500000,432.05922650000,0,Ueberlandstrasse,0,13.29038026840,6303
1,0,0,0,0,690.34633812000,690.89927531000,0,Loorenkopfstrasse,2,194.94765844900,6304
0,0,0,0,0,426.88824750000,426.89012644000,0,Glattuferweg 510,1,5.68545290084,6305
1,0,0,0,0,523.42344000000,524.04892237000,0,Hans-Leibundgut-Garten,0,16.51899599670,6306
0,0,0,0,0,423.95232528000,423.94753200000,0,Letzigraben / Espenhofweg 10,0,5.32983513595,6307
1,0,0,0,0,413.41056900000,413.06209800000,0,SihlhÃ¶lzlistrasse 20,1,79.56751011070,6308
1,0,0,0,0,482.16635583000,478.80034800000,0,Gstalderweg,0,99.87313871610,6309
1,0,0,0,0,516.35725688000,512.68467667000,0,"Feldblumenstrasse, Leimbach 10",0,161.88002991200,6310
1,0,0,0,0,575.83708414000,575.41944971000,0,Carl-Wehrliweg / Hottingerberg-Strasse 70,0,91.83848673410,6311
1,0,0,0,0,528.64859333000,528.60563844000,0,John-von-Neumann-Weg,0,32.84111812840,6312
0,0,0,0,0,588.03218283000,587.99628825000,0,Degenriedstrasse 18,0,2.90635204358,6313
1,0,0,0,0,422.58858222000,434.11497750000,0,Islerstrasse,1,153.76689026300,6314
0,FT,0,0,1,473.79697345000,473.70872615000,0,Schaffhauserstrasse Trottoir rechts,0,45.96051708160,6315
1,0,0,0,0,469.85329500000,499.45876912000,0,Stichstrasse Aspholzstrasse 0,0,336.93764250200,6316
1,0,0,0,0,503.38400000000,521.06654750000,0,Entlisbergweg,0,149.65024141600,6317
0,0,0,0,0,412.88590927000,412.92931010000,0,Seebahnstrasse,0,18.49041237630,6318
0,0,0,0,0,412.09269600000,411.55011536000,0,Aemtlerstrasse,3,111.76375007000,6319
0,FT,0,0,1,407.76775450000,407.80092611000,0,Bootshafen Tiefenbrunnen 17,0,6.36416814753,6320
1,0,0,0,0,500.15689619000,500.08309344000,0,UniversitÃ¤t Irchel,0,54.65943076880,6321
1,0,0,0,0,522.51164625000,522.72336000000,0,Laura-Hezner-Weg,0,28.45594056620,6322
0,0,0,0,0,407.09410875000,407.54776214000,0,Seefeldquai,0,59.21969732110,6323
0,0,0,0,0,404.71274816000,404.78867000000,0,Gasometerstrasse,1,135.80935995500,6324
1,0,0,0,0,573.55516000000,565.67811636000,0,ZÃ¼richbergstrasse,1,154.74193187200,6325
0,FT,0,0,1,425.10791999000,432.42922400000,0,Auf der Mauer,0,137.84584568200,6326
1,0,0,0,0,465.78949053000,465.90328883000,0,Regensdorferstrasse Trottoir links,0,10.46391470770,6327
1,0,0,0,0,515.96339750000,517.21254583000,0,Ernst-Laur-Hof,0,72.45287976890,6328
0,TF,0,1,0,412.88590927000,412.91246328000,0,Birmensdorferstrasse,3,16.27221594790,6329
0,TF,0,1,0,404.02856875000,402.86063705000,0,Escher-Wyss-Platz,1,77.03524481210,6330
1,0,0,0,0,617.59721611000,599.00025500000,0,Unterholzweg,0,164.34752377800,6331
0,0,0,0,0,437.40828875000,437.29823556000,0,Neunbrunnenstrasse,1,162.70352780000,6332
1,0,0,0,0,666.27353625000,671.17939750000,0,Adlisbergstrasse,1,74.54052832750,6333
0,TF,0,1,0,418.28500025000,418.79490481000,0,Rousseaustrasse 6,0,18.09219684330,6334
1,0,0,0,0,558.03325533000,565.99254525000,0,Sagentobelstrasse / StÃ¶ckenweg 50,0,62.59041996600,6335
1,0,0,0,0,624.03760000000,622.64439071000,0,Alte Gockhauserstrasse,0,61.14262002980,6336
1,0,0,0,0,548.35713333000,548.90454000000,0,Horgenweg,0,151.01550573300,6337
1,0,0,0,0,628.47136733000,632.58406830000,0,Eschenhaustrasse,1,54.55111187110,6338
0,TF,0,1,0,462.26605475000,458.20469625000,0,Schaffhauserstrasse,0,132.43728471300,6339
1,0,0,0,0,622.89239533000,623.87867550000,0,Bruderholzweg,0,91.47846153540,6340
1,0,0,0,0,640.45875188000,635.99016889000,0,Massholderweg Sackgasse 10,0,109.93910658900,6341
1,0,0,0,0,425.39468503000,424.92040000000,0,Kurt-FrÃ¼h-Weg,1,39.87093617030,6342
0,0,0,0,0,427.56882500000,422.67192250000,0,Goldbrunnenstrasse,1,111.41554370800,6343
1,0,0,0,0,427.61299960000,429.42558150000,0,Andreasstrasse 20,1,39.41899704000,6344
0,TF,0,1,0,409.27531300000,409.28910839000,0,NÃ¼schelerstrasse,1,117.50210729700,6345
1,0,0,0,0,528.81092000000,528.54296000000,0,Albert-Steiner-Garten,0,155.17165413700,6346
0,0,0,0,0,422.79912567000,421.66294192000,0,Brunaustrasse,0,25.55889541560,6347
0,FT,0,0,1,474.93483267000,480.92903643000,0,Einfahrt Hirschwiesenstrasse,0,185.89692997800,6348
1,0,0,0,0,489.89796757000,491.20083530000,0,Irchelpark 630,0,49.48484235980,6349
1,0,0,0,0,530.60598571000,533.25900000000,0,Bergholzweg,0,290.69175861000,6350
0,0,0,0,0,408.72818200000,408.81498089000,0,BÃ¼rkliplatz Trottoir links,0,11.82188992970,6351
1,0,0,0,0,409.25769250000,411.36670595000,0,Seestrasse / Mythenquai 20,1,27.94608769920,6352
1,0,0,0,0,400.11217485000,399.61519944000,0,Sportanlage Hardhof 180,0,228.17716163200,6353
1,0,0,0,0,519.46086125000,532.81095567000,0,StÃ¶ckentobelweg,0,250.33120076100,6354
1,0,0,0,0,524.25590295000,524.03384038000,0,Joseph-von-Detschwanden-Platz,0,21.87929565190,6355
0,0,0,0,0,403.05747000000,403.23903567000,0,Gerstenstrasse,0,122.33389122300,6356
0,0,0,0,0,410.35921100000,410.35136048000,0,Langstrasse,3,66.66022658680,6357
1,0,0,0,0,447.69730000000,449.09450440000,0,Stichstrasse Katzenseestrasse 0,0,123.99697306300,6358
1,0,0,0,0,434.06997400000,446.71696000000,0,Algierstrasse,0,160.62226980000,6359
0,FT,0,0,1,422.43742050000,422.77009786000,0,Allmendstrasse Trottoir rechts,1,29.07202358070,6360
1,0,0,0,0,567.07200000000,561.09352250000,0,Waidbergweg / Eicholzweg 15,0,235.41801943500,6361
0,0,0,0,0,419.71986846000,420.87529211000,0,Fellenbergstrasse,3,133.41393500500,6362
1,TF,0,1,0,497.20538000000,511.91599033000,0,Biketrail Triemli,6,110.90740437600,6363
1,0,0,0,0,621.00832500000,621.28859500000,0,Gottlieb-Kramer-Weg,0,45.35364519010,6364
1,0,0,0,0,445.20689600000,445.40676300000,0,Im HÃ¼rstholz 120,2,22.69712079640,6365
0,0,0,0,0,469.70736482000,472.41188613000,0,Regensdorferstrasse,3,150.85432777000,6366
0,0,0,0,0,445.40459500000,448.38914421000,0,Weinbergstrasse,3,116.64646914800,6367
0,0,0,0,0,455.84699857000,456.20194500000,0,StaudenbÃ¼hlweg,0,6.24247548886,6368
0,0,0,0,0,474.93553708000,480.45847813000,0,Uetlibergstrasse,1,75.08684863910,6369
0,0,0,0,0,448.61542600000,447.01107632000,0,Sportanlage Buchlern 15,0,135.52103238200,6370
1,0,0,0,0,428.13523475000,428.09198754000,0,Ueberlandstrasse Trottoir links,1,6.48363164115,6371
0,0,0,0,0,408.41374448000,407.96846879000,0,Schweizergasse,1,59.21793159300,6372
0,0,0,0,0,440.67376077000,440.51189786000,0,LanggrÃ¼tweg,1,5.96010460228,6373
1,0,0,0,0,507.09670657000,504.07364375000,0,Obere Waidstrasse / Im Rehsprung 50,0,34.72155464930,6374
1,0,0,0,0,619.92665309000,636.11397292000,0,Katzenschwanzstrasse 220,0,277.72391191200,6375
1,0,0,0,0,621.31837250000,626.89570800000,0,Alte Gockhauserstrasse,0,138.79767729200,6376
1,0,0,0,0,437.43733937000,437.64288936000,0,Ellen-Widmann-Weg,0,68.81770186430,6377
0,0,0,0,0,414.97140692000,415.18823600000,0,Steinstrasse,0,66.43767409770,6378
0,0,0,0,0,430.98775667000,431.07635071000,0,Saatlenstrasse,1,37.53886557250,6379
0,FT,0,0,1,427.11874250000,425.99918223000,0,Ueberlandstrasse / Wallisellenstrasse 50,0,88.94960247170,6380
1,0,0,0,0,641.79144250000,643.46328650000,0,Chutzenstrasse,2,239.71295797200,6381
0,0,0,0,0,400.98260857000,400.77027829000,0,FÃ¶rrlibuckstrasse,1,16.68797569240,6382
1,0,0,0,0,550.19605327000,550.29566933000,0,Fuchspass,0,22.16336976000,6383
1,0,0,0,0,636.04344644000,636.43689350000,0,Spyristeig,1,28.01439549000,6384
1,FT,0,0,1,408.11246304000,408.03279324000,0,Bahnhof Tiefenbrunnen 110,0,99.23803294340,6385
0,0,0,0,0,414.77165458000,418.25776000000,0,Walchestrasse,0,269.49800457000,6386
1,0,0,0,0,524.14259348000,524.25590295000,0,Wolfgang-Pauli-Strasse,1,60.07784442270,6387
0,0,0,0,0,445.64167844000,445.71234725000,0,Hedwigsteig,0,7.67570029713,6388
0,0,0,0,0,435.67264700000,435.27737235000,0,Schaffhauserstrasse,3,35.09567686280,6389
1,0,0,0,0,404.15351927000,403.34110887000,0,Ernst-ZÃ¶beli-Weg,1,47.81024132210,6390
1,0,0,0,0,404.22956810000,409.90380100000,0,Lettenviadukt 20,0,33.89357083170,6391
1,0,0,0,0,641.15242050000,664.99469875000,0,Loorengutweg,0,138.85350798800,6392
0,0,0,0,0,426.09731100000,427.08655220000,0,Wallisellenstrasse,1,39.33247713200,6393
0,0,0,0,0,398.44659000000,398.59747406000,0,Badenerstrasse / Ernst-ZÃ¶beli-Strasse 5,1,10.34934366370,6394
1,0,0,0,0,541.35890843000,542.47296561000,0,WÃ¤sserlingweg,0,19.59784903000,6395
0,FT,0,0,1,409.07602145000,408.78636143000,0,Langstrasse,3,37.50036456280,6396
0,FT,0,0,1,513.84561571000,528.38590500000,0,Keltenstrasse,3,279.13101084200,6397
0,0,0,0,0,399.10239089000,398.93304764000,0,Altstetterplatz,1,70.65042819470,6398
1,0,0,0,0,530.83536500000,539.66588500000,0,HÃ¶nggerbergring,0,114.14093061600,6399
1,0,0,0,0,512.87270583000,530.99386720000,0,Eschenholzweg,0,579.02355765100,6400
1,0,0,0,0,644.63587025000,644.91068500000,0,Orelliweg 40,0,221.38690243900,6401
0,FT,0,0,1,482.46663808000,478.79801629000,0,Winterthurerstrasse,0,245.43871104300,6402
0,0,0,0,0,435.86882550000,435.99828600000,0,Gallusstrasse,0,8.49916944699,6403
1,0,0,0,0,428.12695950000,428.89237121000,0,Winterthurerstrasse 415,1,31.39376000690,6404
0,0,0,0,0,409.62900170000,414.36221208000,0,Honrainweg,0,63.92968293860,6405
1,0,0,0,0,482.16635583000,484.48925000000,0,Entlisbergweg / Gstalderweg 10,0,59.41558226480,6406
1,0,0,0,0,545.79632150000,569.57418500000,0,Maneggweg 10,0,106.96532754400,6407
0,FT,0,0,1,421.80023038000,421.92372937000,0,Hirschengraben,0,143.96840784600,6408
0,0,0,0,0,439.98340500000,439.98998500000,0,BinzmÃ¼hlestrasse,3,18.47447299420,6409
1,0,0,0,0,518.24739200000,521.78618750000,0,HÃ¼ttenkopfstrasse,2,66.96946817120,6410
0,FT,0,0,1,421.29338750000,421.80023038000,0,Hirschengraben,0,109.16756362300,6411
1,0,0,0,0,526.44209875000,540.58361500000,0,Am HÃ¶nggerberg,0,238.36465203700,6412
0,0,0,0,0,437.26094000000,437.43963660000,0,Heinrich-Bosshardt-Strasse,1,6.96089099404,6413
1,0,0,0,0,427.73204325000,427.73044130000,0,Glattuferweg 106,1,44.01197384990,6414
1,0,0,0,0,501.18623428000,483.50360722000,0,Im StÃ¤rpel 30,0,315.26444033600,6415
1,0,0,0,0,528.60563844000,528.47313203000,0,Eduard-Stiefel-Weg,0,86.91544553510,6416
0,0,0,0,0,397.84058500000,397.93371333000,0,Vulkanplatz,0,7.69638459264,6417
1,0,0,0,0,684.04828667000,674.75528000000,0,Loorenkopfweg,0,177.27197073300,6418
0,FT,0,0,1,414.31879792000,414.76301028000,0,Kreuzstrasse,0,33.06560205390,6419
0,0,0,0,0,440.09283911000,439.90788150000,0,Sophie-Taeuber-Strasse,1,67.92237892590,6420
1,0,0,0,0,671.17939750000,670.69361225000,0,Adlisbergstrasse,1,24.43212338420,6421
1,0,0,0,0,622.69973500000,613.45099350000,0,Buschbergstrasse / Adlisbergbachweg 10,0,77.06219582740,6422
1,0,0,0,0,526.40338937000,525.60730500000,0,KappenbÃ¼hlstrasse,1,43.19883220050,6423
1,0,0,0,0,407.22938467000,407.05990238000,0,Hardplatz,0,8.60524838077,6424
1,0,0,0,0,409.62762478000,409.13771904000,0,ZÃ¼richhorn 20,1,28.76163344020,6425
0,0,0,0,0,529.11050707000,528.99165500000,0,Buchenrainweg,0,7.80282069890,6426
1,0,0,0,0,539.50134312000,560.40854933000,0,Biberlinweg,0,232.71408252300,6427
1,0,0,0,0,603.74979752000,604.92008806000,0,Altes KlÃ¶sterli 10,0,37.74673382130,6428
0,0,0,0,0,500.09300550000,503.13437500000,0,Heizenholz,0,35.77993065590,6429
0,0,0,0,0,408.41340141000,407.98681606000,0,Mythenquai / Alfred-Escher-Strasse 10,0,42.41571184350,6430
0,0,0,0,0,488.62308344000,489.20066000000,0,Birmensdorferstrasse Trottoir rechts,0,8.77930979382,6431
0,0,0,0,0,465.92259700000,462.51514500000,0,BÃ¼lachstrasse,1,59.21494936630,6432
0,0,0,0,0,465.47955312000,479.93244000000,0,DÃ¶ltschiweg,0,182.15438072300,6433
1,0,0,0,0,476.58536556000,474.59399000000,0,Grenzwiesweg,0,337.97858045700,6434
1,0,0,0,0,474.59399000000,485.33428050000,0,Hellrainweg,0,109.31300560900,6435
1,0,0,0,0,524.48009750000,522.91767917000,0,Othmar-Ammann-Weg,0,112.66074178300,6436
1,0,0,0,0,430.03797400000,425.37451500000,0,Eisvogelweg,0,101.59239006700,6437
0,0,0,0,0,408.31055405000,408.27816052000,0,SchÃ¼tzengasse,0,12.08603322490,6438
1,0,0,0,0,502.24135450000,497.26840292000,0,Im Holderbachtel 20,0,81.84439280850,6439
1,0,0,0,0,539.90947500000,535.73440400000,0,HurdÃ¤ckerstrasse,0,127.68866208000,6440
1,0,0,0,0,421.68397667000,422.67892017000,0,Sportanlage Allmend 20,1,340.71059497600,6441
1,0,0,0,0,669.66174082000,671.37708057000,0,Kienastenwiesweg / Oetlisbergweg 10,0,96.11564361450,6442
1,0,0,0,0,428.33255550000,428.64378100000,0,Glattuferweg 705,0,28.44550660360,6443
1,0,0,0,0,422.17296260000,422.86014600000,0,Gfellstrasse,1,99.42508464950,6444
1,0,0,0,0,674.22979600000,673.30486250000,0,Loorenkopstrasse / Loorenkopfweg 20,0,53.78157281510,6445
1,0,0,0,0,539.47696350000,540.00647024000,0,"Gubriststrasse, Regensdorf 10",1,163.86984002700,6446
0,0,0,0,0,552.74113412000,552.88201988000,0,Kolbenhofstrasse / Kolbenhofereggstrasse 10,0,3.13527386835,6447
0,0,0,0,0,451.42978667000,447.81323750000,0,Seebacherstrasse,0,97.10553587220,6448
0,FT,0,0,1,478.63998000000,475.67462508000,0,Ausfahrt Hirschwiesenstrasse,0,109.14991038400,6449
0,0,0,0,0,418.83089500000,419.40693225000,0,HÃ¶nggerstrasse,3,12.55076485380,6450
0,0,0,0,0,407.87989000000,407.65841619000,0,General-Guisan-Quai / Rentenwiese,1,18.08390622260,6451
1,FT,0,0,1,418.69641827000,418.37563280000,0,GiesshÃ¼belstrasse Trottoir rechts,1,13.86176010020,6452
1,0,0,0,0,774.48952800000,787.13335750000,0,Hohensteinstrasse,2,178.54450157100,6453
1,0,0,0,0,500.24300765000,512.87270583000,0,Bachtobelweg,0,115.89846851500,6454
1,0,0,0,0,412.86893680000,413.25990379000,0,SihlhÃ¶lzlibrÃ¼cke Trottoir rechts,1,2.94004367725,6455
0,FT,0,0,1,402.19792270000,401.95524349000,0,FÃ¶rrlibuckstrasse Trottoir rechts,0,13.24561691390,6456
0,0,0,0,0,605.69522540000,606.05952833000,0,Bergstation Dolder 25,0,7.43343005509,6457
1,0,0,0,0,590.46130450000,612.72768900000,0,Breitweg,2,220.89187737400,6458
1,0,0,0,0,510.64619633000,524.25689000000,0,Rumpelhaldenweg,1,141.10679404600,6459
1,0,0,0,0,626.89570800000,601.15982667000,0,Alte Gockhauserstrasse,0,236.01824272500,6460
0,0,0,0,0,425.86599944000,426.06506968000,0,Ueberlandstrasse Trottoir rechts,1,27.28998561270,6461
1,0,0,0,0,398.88506071000,398.68034561000,0,Altstetterplatz,1,5.90288627613,6462
1,FT,0,0,1,418.75242141000,418.69641827000,0,GiesshÃ¼belstrasse Trottoir rechts,1,65.36234905320,6463
0,0,0,0,0,564.61656000000,570.19191908000,0,Trichtenhausenstrasse,0,150.29956415000,6464
1,0,0,0,0,585.68853737000,590.46130450000,0,Breitweg,2,48.19865720760,6465
0,0,0,0,0,653.98985800000,655.62644045000,0,Dreiwiesenstrasse,3,31.51162520150,6466
0,0,0,0,0,408.29623165000,408.37016071000,0,Trottoir / Mythenquai,0,12.69334271360,6467
1,0,0,0,0,428.13114500000,427.50640625000,0,Waidmattweg / HÃ¶cklerweg / GÃ¤nzliloobrÃ¼cke 0,0,37.85829571570,6468
1,0,0,0,0,491.96563333000,499.68398133000,0,StÃ¶ckentobelweg 20,0,65.98095029330,6469
1,0,0,0,0,656.56354000000,678.60166200000,0,Weiherholzstrasse,2,344.75635627900,6470
1,0,0,0,0,645.05855992000,649.57676236000,0,Kienastenwiesweg,1,304.71406845400,6471
1,0,0,0,0,396.42829533000,395.93427225000,0,Vulkanstrasse,1,90.93221965240,6472
0,0,0,0,0,461.96580800000,465.57812962000,0,Friesenbergstrasse,3,52.41815119320,6473
0,0,0,0,0,427.20158100000,423.25391583000,0,Wettingerwies,0,64.19308096380,6474
1,0,0,0,0,523.53256875000,524.71371793000,0,Haselmausweg,0,164.11673721400,6475
1,0,0,0,0,427.37748870000,425.45618833000,0,Auwiesenweg,0,209.21818536300,6476
0,0,0,0,0,412.77170000000,412.09269600000,0,Aemtlerstrasse,3,104.05248916000,6477
1,0,0,0,0,561.09352250000,558.89023356000,0,Waidbergweg / Eicholzweg 20,0,30.02672276870,6478
1,0,0,0,0,514.70026875000,512.66666406000,0,Oberer Kalberauweg / Albisriederstrasse 20,0,53.06977520100,6479
1,0,0,0,0,452.47877500000,448.22567000000,0,Schwandenholzstrasse,1,190.47484622300,6480
0,0,0,0,0,407.37093200000,407.33318214000,0,Limmatquai,1,28.24277099040,6481
1,0,0,0,0,404.17687575000,405.49016011000,0,Hardplatz,0,22.09144203100,6482
1,0,0,0,0,506.12208250000,515.70303000000,0,Rebenweg / Friedhof Leimbach 10,0,294.89274672600,6483
0,0,0,0,0,447.26110400000,447.16237470000,0,Schweigmatt,0,4.81809629156,6484
0,0,0,0,0,411.58069754000,411.56042796000,0,Brahmstrasse / Albisriederstrasse 30,0,7.43682823855,6485
1,0,0,0,0,408.73193200000,408.56766712000,0,Falkenstrasse Ãœberquerung 20,0,11.50975869470,6486
0,FT,0,0,1,481.75954000000,482.23856073000,0,Titlisstrasse,0,6.52948933327,6487
1,0,0,0,0,408.43614000000,408.27300250000,0,BÃ¤renbrÃ¼ggli,1,46.49339846810,6488
0,0,0,0,0,423.36294667000,423.42140238000,0,Bachwiesenweg,1,10.57520676360,6489
0,FT,0,0,1,448.82543125000,448.01377145000,0,Leonhardstrasse,0,188.96998958700,6490
0,0,0,0,0,441.25261833000,439.45991083000,0,Salerstrasse,0,91.18227197350,6491
1,0,0,0,0,398.88506071000,399.07623793000,0,Altstetterplatz,1,33.16452379250,6492
0,TF,0,1,0,401.47796637000,401.48397167000,0,Calandastrasse,0,5.55681896267,6493
0,0,0,0,0,462.23124131000,466.00685092000,0,"Blumenrain, Zollikon",1,218.98621583500,6494
0,0,0,0,0,407.96846879000,408.14909000000,0,Schweizergasse,1,20.58851343100,6495
0,TF,0,1,0,410.10815464000,409.79615561000,0,Central,0,25.93635119100,6496
0,TF,0,1,0,452.09221130000,451.69072160000,0,Wehntalerstrasse Trottoir rechts,0,27.10505638450,6497
1,FT,0,0,1,441.71156808000,441.88306806000,0,Affolternstrasse Trottoir rechts,0,77.14475415290,6498
1,0,0,0,0,425.02519439000,424.88399400000,0,Kurt-FrÃ¼h-Weg,0,115.48962131800,6499
0,0,0,0,0,452.02294250000,456.39663852000,0,Hegibachstrasse,3,117.82683075300,6500
0,0,0,0,0,410.88045229000,410.84156975000,0,Kanzleistrasse,0,39.63898275840,6501
1,0,0,0,0,452.02357649000,455.35896194000,0,Im HÃ¼rstholz 370,0,144.67878604900,6502
1,0,0,0,0,444.18028214000,443.53779290000,0,Sportanlage Buchlern 60,0,72.61136799400,6503
1,0,0,0,0,410.18838163000,411.07718750000,0,Bachwiesenstrasse,1,67.59678950410,6504
1,0,0,0,0,395.38963850000,395.35067095000,0,Turmstrasse / Bernerstrasse 10,0,42.70977862550,6505
0,0,0,0,0,609.68545821000,609.81200886000,0,Dreiwiesenstrasse 5,0,21.41965928260,6506
1,0,0,0,0,409.18571807000,408.94970150000,0,Blatterwiese 60,0,148.63064742200,6507
1,0,0,0,0,528.32909250000,526.43045625000,0,LÃ¤ufeweg,2,15.97484027110,6508
0,0,0,0,0,396.62142600000,396.86515875000,0,Hermetschloostrasse,0,146.70584114900,6509
1,0,0,0,0,459.40842180000,463.38396921000,0,Heuweg / HÃ¼rstholzweg 10,0,58.96922552940,6510
1,0,0,0,0,468.13527455000,471.03264625000,0,Heuweg,0,43.44202709430,6511
1,0,0,0,0,406.94960888000,407.22938467000,0,Hardplatz,0,29.52089672090,6512
1,0,0,0,0,684.32845420000,684.83373300000,0,Bahnweg / Polenweg 20,2,91.21028085070,6513
1,0,0,0,0,427.85047975000,427.85237025000,0,Glattuferweg 665,1,12.14741150600,6514
1,0,0,0,0,578.63683824000,578.32554000000,0,Eschenhaustrasse,2,12.60141457400,6515
0,0,0,0,0,597.84129975000,597.78543967000,0,StÃ¶ckenhaldenweg,0,3.96578069082,6516
1,0,0,0,0,441.83020081000,441.85758722000,0,Affolternstrasse,0,61.21430997540,6517
1,0,0,0,0,649.57676236000,650.58509608000,0,Kienastenwiesweg,1,46.51158322140,6518
1,0,0,0,0,444.18028214000,443.99385250000,0,Sportanlage Buchlern 55,0,6.33919459452,6519
1,0,0,0,0,403.34110887000,402.88317667000,0,Ernst-ZÃ¶beli-Weg,1,74.95854293090,6520
1,0,0,0,0,636.43689350000,641.63791269000,0,Spyristeig,1,64.57429220390,6521
1,0,0,0,0,409.13771904000,408.93930386000,0,ZÃ¼richhorn 60,0,11.71498118480,6522
1,0,0,0,0,683.12139167000,698.25677500000,0,KÃ¤nzeliweg,0,120.46839115100,6523
0,0,0,0,0,437.40828875000,437.45920413000,0,Neunbrunnenstrasse Trottoir links,0,7.59121125267,6524
1,0,0,0,0,437.46105544000,437.63123982000,0,BÃ¼siseeweg / KatzenrÃ¼tifussweg 10,2,143.30589806700,6525
1,TF,0,1,0,547.87401938000,550.64966664000,0,Hottingerbergstrasse,0,22.31022123810,6526
1,0,0,0,0,645.05855992000,641.06219625000,0,Geerlibuchweg / Kienastwiesenweg 30,0,128.35664106500,6527
1,0,0,0,0,582.82002800000,585.68853737000,0,Breitweg,2,41.76154577630,6528
0,0,0,0,0,470.35970180000,470.55739091000,0,GÃ¤ssli,0,6.08370992577,6529
1,0,0,0,0,441.55516004000,441.27895256000,0,Katzenseestrasse 100,0,63.40992068230,6530
1,0,0,0,0,512.89904000000,513.37156100000,0,Segetenweg Fussweg 10,0,27.17165331600,6531
1,0,0,0,0,577.43045500000,573.95947117000,0,Waidbadstrasse / Waidbergweg / Tennisanlage Waidberg 30,0,58.57354797230,6532
0,FT,0,0,1,429.50002938000,430.28127000000,0,Nordstrasse,1,42.00820484560,6533
1,0,0,0,0,420.22496033000,420.02930600000,0,Sihlcity 30,1,24.72073965820,6534
1,TF,0,1,0,408.56162592000,408.49767083000,0,Bleicherweg Trottoir links,0,13.62860897110,6535
1,0,0,0,0,482.30727500000,465.50280350000,0,Unterer Kalberhauweg,0,409.04991937900,6536
1,0,0,0,0,408.09617927000,407.93991417000,0,Seefeldquai Seepromenade 265,1,13.86869381700,6537
0,0,0,0,0,579.51680300000,577.21477500000,0,Degenriedstrasse,1,48.63735005070,6538
0,0,0,0,0,409.38141111000,409.39480340000,0,Pelikanplatz,3,37.45630529700,6539
1,0,0,0,0,448.87128167000,449.63626895000,0,Hintereggweg / HÃ¼rstholzweg 10,2,200.31451514200,6540
0,TF,0,1,0,408.56766712000,408.49363000000,0,Falkenstrasse Trottoir rechts,0,9.74391601559,6541
1,0,0,0,0,667.57463483000,667.47801667000,0,Heubeeriweg,0,32.43629759740,6542
1,0,0,0,0,639.95399983000,641.24679250000,0,Orellistrasse,1,30.72459125700,6543
0,FT,0,0,1,414.53025000000,414.42824167000,0,Manessestrasse,3,55.53251662610,6544
1,0,0,0,0,421.44526363000,419.41215900000,0,Allmend / Bahnhof Brunau 10,0,26.21855595100,6545
0,0,0,0,0,440.09283911000,439.17864773000,0,Therese-Giehse-Strasse,1,97.29269740430,6546
0,0,0,0,0,498.79641875000,499.37300400000,0,Heizenholz,0,7.82583974522,6547
1,0,0,0,0,476.50392773000,476.38546368000,0,AbkÃ¼rzung Hellrainweg 20,0,10.76522227590,6548
0,0,0,0,0,440.21894923000,441.58949077000,0,KalchbÃ¼hlstrasse,1,38.78680908790,6549
1,0,0,0,0,535.73440400000,541.72621600000,0,Geissberg Fussweg 10,0,249.87731269500,6550
0,0,0,0,0,398.99706300000,400.59843636000,0,Luggwegstrasse,0,110.94307001700,6551
1,0,0,0,0,635.92985595000,636.98938977000,0,Adlisbergstrasse,1,27.65877405230,6552
0,0,0,0,0,426.82216550000,428.06452000000,0,Kantonsschulstrasse,0,16.48554276550,6553
1,0,0,0,0,428.30810965000,428.47844875000,0,Hirzenbachweg,0,32.85889670460,6554
1,0,0,0,0,582.05994333000,587.40726100000,0,Lindenzelgweg,0,274.48802658600,6555
0,0,0,0,0,414.58817325000,414.77165458000,0,Walchestrasse,0,40.82824354590,6556
1,0,0,0,0,521.10769759000,523.34477000000,0,HÃ¶nggerbergring,0,71.98646002910,6557
0,TF,0,1,0,409.03543038000,408.57246125000,0,RÃ¤mistrasse,3,21.63381552940,6558
